Format Version,1.23,Take Name,1.862v_take2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-04-03 12.30.02.756 AM,Total Frames in Take,43235,Total Exported Frames,43235,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 3510,Unlabeled 3510,Unlabeled 3510,Unlabeled 3511,Unlabeled 3511,Unlabeled 3511,Unlabeled 3512,Unlabeled 3512,Unlabeled 3512,Unlabeled 3513,Unlabeled 3513,Unlabeled 3513,Unlabeled 3514,Unlabeled 3514,Unlabeled 3514
,ID,"D8AB0","D8AB0","D8AB0","D8AD0","D8AD0","D8AD0","D8B40","D8B40","D8B40","D8B50","D8B50","D8B50","D8B60","D8B60","D8B60"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
15357,127.975000,0.116487,0.059940,-0.494877,0.478654,0.062320,-0.505418,,,,,,,,,
15358,127.983333,0.116524,0.060065,-0.494879,0.478703,0.062217,-0.494822,,,,,,,,,
15359,127.991667,0.116531,0.060101,-0.494795,0.478731,0.062060,-0.483797,,,,,,,,,
15360,128.000000,0.116504,0.059971,-0.494823,0.478358,0.061872,-0.473040,,,,,,,,,
15361,128.008333,0.116497,0.059965,-0.494836,0.478164,0.061671,-0.461777,,,,,,,,,
15362,128.016667,0.116528,0.060030,-0.494703,0.477929,0.061938,-0.450499,,,,,,,,,
15363,128.025000,0.116515,0.059996,-0.494784,0.477639,0.062014,-0.439427,,,,,,,,,
15364,128.033333,0.116482,0.059963,-0.494908,0.477269,0.061864,-0.428165,,,,,,,,,
15365,128.041667,0.116515,0.060045,-0.494753,0.477220,0.061675,-0.417062,,,,,,,,,
15366,128.050000,0.116504,0.060109,-0.494750,0.477037,0.061836,-0.405627,,,,,,,,,
15367,128.058333,0.116509,0.060139,-0.494915,0.476881,0.062100,-0.393980,,,,,,,,,
15368,128.066667,0.116508,0.059981,-0.494882,0.476683,0.062014,-0.382404,,,,,,,,,
15369,128.075000,0.116512,0.059993,-0.494806,0.476313,0.061995,-0.370735,,,,,,,,,
15370,128.083333,0.116496,0.060024,-0.494808,0.475788,0.061700,-0.359108,,,,,,,,,
15371,128.091667,0.116499,0.059940,-0.494865,0.475511,0.061520,-0.347519,,,,,,,,,
15372,128.100000,0.116516,0.059952,-0.494836,0.475290,0.061471,-0.335591,,,,,,,,,
15373,128.108333,0.116515,0.060091,-0.494707,0.475285,0.061678,-0.323556,,,,,,,,,
15374,128.116667,0.116496,0.060058,-0.494742,0.474924,0.061496,-0.311457,,,,,,,,,
15375,128.125000,0.116501,0.059996,-0.494814,0.474615,0.061260,-0.299642,,,,,,,,,
15376,128.133333,0.116496,0.059959,-0.494896,0.474276,0.061121,-0.287532,,,,,,,,,
15377,128.141667,0.116533,0.060052,-0.494930,0.474014,0.061002,-0.275173,,,,,,,,,
15378,128.150000,0.116505,0.060029,-0.494840,0.473714,0.060862,-0.262519,,,,,,,,,
15379,128.158333,0.116511,0.060045,-0.494817,0.473133,0.060666,-0.250287,,,,,,,,,
15380,128.166667,0.116506,0.060067,-0.494765,0.472529,0.060326,-0.238006,,,,,,,,,
15381,128.175000,0.116489,0.060047,-0.494748,0.472141,0.059975,-0.225455,,,,,,,,,
15382,128.183333,0.116494,0.060018,-0.494863,0.471729,0.059644,-0.212947,,,,,,,,,
15383,128.191667,0.116521,0.059993,-0.494847,0.471471,0.059520,-0.199909,,,,,,,,,
15384,128.200000,0.116489,0.059907,-0.494715,0.471037,0.059066,-0.187218,,,,,,,,,
15385,128.208333,0.116492,0.059973,-0.494832,0.470804,0.058698,-0.174476,,,,,,,,,
15386,128.216667,0.116510,0.060096,-0.494937,0.470401,0.058395,-0.161748,,,,,,,,,
15387,128.225000,0.116496,0.060147,-0.494845,0.470190,0.058006,-0.148999,,,,,,,,,
15388,128.233333,0.116469,0.060056,-0.494812,0.469603,0.057629,-0.136259,,,,,,,,,
15389,128.241667,0.116519,0.059939,-0.494846,0.469158,0.057082,-0.123666,,,,,,,,,
15390,128.250000,0.116522,0.060020,-0.494871,0.468775,0.057040,-0.110673,,,,,,,,,
15391,128.258333,0.116522,0.060028,-0.494872,0.468783,0.057268,-0.097338,,,,,,,,,
15392,128.266667,0.116509,0.059924,-0.494703,0.468554,0.057526,-0.084039,,,,,,,,,
15393,128.275000,0.116517,0.059983,-0.494657,0.467940,0.057790,-0.070563,,,,,,,,,
15394,128.283333,0.116505,0.060118,-0.494824,0.467577,0.058254,-0.057748,,,,,,,,,
15395,128.291667,0.116470,0.060019,-0.494973,0.467172,0.058487,-0.044531,,,,,,,,,
15396,128.300000,0.116495,0.059974,-0.494911,0.466650,0.058737,-0.031150,,,,,,,,,
15397,128.308333,0.116440,0.060088,-0.494734,0.466254,0.059127,-0.017799,,,,,,,,,
15398,128.316667,0.116491,0.059955,-0.494839,0.465742,0.059191,-0.004530,,,,,,,,,
15399,128.325000,0.116467,0.060061,-0.494854,0.465233,0.059484,0.008830,,,,,,,,,
15400,128.333333,0.116530,0.060103,-0.494828,0.464924,0.059791,0.022341,,,,,,,,,
15401,128.341667,0.116486,0.060037,-0.494646,0.464557,0.059822,0.035946,,,,,,,,,
15402,128.350000,0.116503,0.060038,-0.494725,0.464158,0.059750,0.049201,,,,,,,,,
15403,128.358333,0.116500,0.060021,-0.494916,0.463660,0.059804,0.062704,,,,,,,,,
15404,128.366667,0.116521,0.059938,-0.494812,0.463198,0.059780,0.076375,,,,,,,,,
15405,128.375000,0.116503,0.059946,-0.494794,0.462902,0.059763,0.090173,,,,,,,,,
15406,128.383333,0.116497,0.060048,-0.494845,0.462225,0.059549,0.103570,,,,,,,,,
15407,128.391667,0.116516,0.060098,-0.494842,0.461639,0.059479,0.117293,,,,,,,,,
15408,128.400000,0.116495,0.060031,-0.494896,0.460975,0.059155,0.131253,,,,,,,,,
15409,128.408333,0.116467,0.059965,-0.494914,0.460601,0.059030,0.144844,,,,,,,,,
15410,128.416667,0.116498,0.060021,-0.494796,0.460695,0.056594,0.163443,,,,,,,,,
15411,128.425000,0.116507,0.060008,-0.494716,0.460256,0.056381,0.177308,,,,,,,,,
15412,128.433333,0.116510,0.059953,-0.494818,0.459300,0.056016,0.190979,,,,,,,,,
15413,128.441667,0.116495,0.059969,-0.494833,0.458892,0.055792,0.204555,,,,,,,,,
15414,128.450000,0.116505,0.060059,-0.494750,0.458332,0.055844,0.218104,,,,,,,,,
15415,128.458333,0.116493,0.060128,-0.494717,0.457655,0.055704,0.231772,,,,,,,,,
15416,128.466667,0.116471,0.060053,-0.494840,0.457053,0.055844,0.245783,,,,,,,,,
15417,128.475000,0.116506,0.060027,-0.494963,0.456439,0.056242,0.260089,,,,,,,,,
15418,128.483333,0.116509,0.060064,-0.494962,0.455719,0.057096,0.274256,,,,,,,,,
15419,128.491667,0.116495,0.059976,-0.494779,0.455056,0.057644,0.288313,,,,,,,,,
15420,128.500000,0.116495,0.059954,-0.494755,0.454238,0.058190,0.302435,,,,,,,,,
15421,128.508333,0.116512,0.060050,-0.494775,0.453380,0.058932,0.316618,,,,,,,,,
15422,128.516667,0.116518,0.060073,-0.494836,0.452447,0.059276,0.331062,,,,,,,,,
15423,128.525000,0.116531,0.060010,-0.494795,0.451608,0.059854,0.345181,,,,,,,,,
15424,128.533333,0.116505,0.059906,-0.494737,0.450974,0.060234,0.359512,,,,,,,,,
15425,128.541667,0.116505,0.059951,-0.494805,0.450175,0.060466,0.374086,,,,,,,,,
15426,128.550000,0.116509,0.060078,-0.494954,0.449571,0.060977,0.388336,,,,,,,,,
15427,128.558333,0.116486,0.060044,-0.494886,0.448676,0.061137,0.402791,,,,,,,,,
15428,128.566667,0.116482,0.060051,-0.494733,0.447943,0.061365,0.417372,,,,,,,,,
15429,128.575000,0.116509,0.060085,-0.494830,0.447136,0.061723,0.431958,,,,,,,,,
15430,128.583333,0.116518,0.060086,-0.494833,0.446259,0.062011,0.446584,,,,,,,,,
15431,128.591667,0.116517,0.060004,-0.494828,0.445989,0.062081,0.461115,,,,,,,,,
15432,128.600000,0.116492,0.059877,-0.494779,0.444497,0.062038,0.476013,,,,,,,,,
15433,128.608333,0.116504,0.059899,-0.494799,0.443650,0.062351,0.490717,,,,,,,,,
15434,128.616667,0.116516,0.060107,-0.494818,0.442844,0.062829,0.505515,,,,,,,,,
15435,128.625000,0.116521,0.060176,-0.494828,0.441979,0.063177,0.519867,,,,,,,,,
15436,128.633333,0.116491,0.060011,-0.494880,0.441072,0.062897,0.534688,,,,,,,,,
15437,128.641667,0.116483,0.059972,-0.494921,0.440033,0.063243,0.549353,,,,,,,,,
15438,128.650000,0.116521,0.059996,-0.494781,0.439120,0.063624,0.563932,,,,,,,,,
15439,128.658333,0.116532,0.060036,-0.494872,0.438847,0.063847,0.578855,,,,,,,,,
15440,128.666667,0.116511,0.059939,-0.494888,0.437332,0.064730,0.593903,,,,,,,,,
15441,128.675000,0.116488,0.059945,-0.494738,0.436297,0.065583,0.609019,,,,,,,,,
15442,128.683333,0.116539,0.060087,-0.494669,0.436067,0.066420,0.623908,,,,,,,,,
15443,128.691667,0.116513,0.060075,-0.494853,0.434123,0.067359,0.638839,,,,,,,,,
15444,128.700000,0.116511,0.059959,-0.494859,0.433175,0.067764,0.654055,,,,,,,,,
15445,128.708333,0.116495,0.059972,-0.494851,0.431946,0.068661,0.669391,,,,,,,,,
15446,128.716667,0.116498,0.060017,-0.494825,0.430662,0.069376,0.684382,,,,,,,,,
15447,128.725000,0.116505,0.060015,-0.494868,0.429489,0.069835,0.699557,,,,,,,,,
15448,128.733333,0.116495,0.060080,-0.494877,0.426833,0.073116,0.709146,,,,,,,,,
15449,128.741667,0.116492,0.060078,-0.494799,0.426739,0.071194,0.729955,,,,,,,,,
15450,128.750000,0.116498,0.060020,-0.494790,0.425372,0.071285,0.745313,,,,,,,,,
15451,128.758333,0.116496,0.060012,-0.494818,0.423675,0.071812,0.760401,,,,,,,,,
15452,128.766667,0.116513,0.060006,-0.494840,0.422478,0.071984,0.775845,,,,,,,,,
15453,128.775000,0.116500,0.059932,-0.494844,0.421301,0.072371,0.791159,,,,,,,,,
15454,128.783333,0.116494,0.059991,-0.494775,0.420875,0.072545,0.806436,,,,,,,,,
15455,128.791667,0.116533,0.060097,-0.494703,0.418566,0.075503,0.816433,,,,,,,,,
15456,128.800000,0.116504,0.060066,-0.494803,0.417245,0.075841,0.831697,,,,,,,,,
15457,128.808333,0.116479,0.059996,-0.494956,0.417243,0.073656,0.852527,,,,,,,,,
15458,128.816667,0.116510,0.060024,-0.494889,0.415850,0.073989,0.868040,,,,,,,,,
15459,128.825000,0.116504,0.060027,-0.494735,0.414781,0.074101,0.882983,,,,,,,,,
15460,128.833333,0.116482,0.059979,-0.494854,0.412607,0.074246,0.897619,,,,,,,,,
15461,128.841667,0.116490,0.059968,-0.494882,0.410869,0.074650,0.911715,,,,,,,,,
15462,128.850000,0.116500,0.060042,-0.494774,0.407717,0.078183,0.918290,,,,,,,,,
15463,128.858333,0.116511,0.060124,-0.494714,0.405188,0.078821,0.931912,,,,,,,,,
15464,128.866667,0.116469,0.060075,-0.494860,0.401657,0.079248,0.946170,,,,,,,,,
15465,128.875000,0.116491,0.059994,-0.494904,0.397269,0.080971,0.956994,,,,,,,,,
15466,128.883333,0.116480,0.059950,-0.494850,0.393806,0.079238,0.975665,,,,,,,,,
15467,128.891667,0.116486,0.059984,-0.494837,0.387158,0.083523,0.980251,,,,,,,,,
15468,128.900000,0.116509,0.060052,-0.494887,0.380802,0.084735,0.991147,,,,,,,,,
15469,128.908333,0.116514,0.060033,-0.494821,0.374134,0.086330,1.000971,,,,,,,,,
15470,128.916667,0.116497,0.060025,-0.494863,0.367064,0.088032,1.009683,,,,,,,,,
15471,128.925000,0.116502,0.060005,-0.494799,0.359138,0.089425,1.017684,,,,,,,,,
15472,128.933333,0.116507,0.060003,-0.494740,0.349833,0.092045,1.022840,,,,,,,,,
15473,128.941667,0.116519,0.060008,-0.494902,0.340245,0.092676,1.032295,,,,,,,,,
15474,128.950000,0.116500,0.059908,-0.494857,0.330362,0.095414,1.033986,,,,,,,,,
15475,128.958333,0.116497,0.059959,-0.494746,0.320309,0.094835,1.043828,,,,,,,,,
15476,128.966667,0.116514,0.060125,-0.494820,0.309647,0.096098,1.047299,,,,,,,,,
15477,128.975000,0.116487,0.060114,-0.494868,0.298969,0.096604,1.051311,,,,,,,,,
15478,128.983333,0.116498,0.060023,-0.494781,0.288316,0.096509,1.056092,,,,,,,,,
15479,128.991667,0.116492,0.060034,-0.494848,0.277271,0.096560,1.058270,,,,,,,,,
15480,129.000000,0.116495,0.059940,-0.494833,0.268075,0.093390,1.068065,,,,,,,,,
15481,129.008333,0.116500,0.059944,-0.494895,0.257657,0.093328,1.070124,,,,,,,,,
15482,129.016667,0.116494,0.060012,-0.494856,0.246333,0.097482,1.061552,,,,,,,,,
15483,129.025000,0.116512,0.060113,-0.494741,0.236551,0.096380,1.065279,,,,,,,,,
15484,129.033333,0.116497,0.060052,-0.494738,0.226065,0.096206,1.064851,,,,,,,,,
15485,129.041667,0.116489,0.059986,-0.494879,0.216722,0.091759,1.073680,,,,,,,,,
15486,129.050000,0.116514,0.059952,-0.494892,0.205957,0.091741,1.073953,,,,,,,,,
15487,129.058333,0.116515,0.060019,-0.494836,0.193626,0.095633,1.064702,,,,,,,,,
15488,129.066667,0.116505,0.060000,-0.494808,0.182557,0.095131,1.065780,,,,,,,,,
15489,129.075000,0.116500,0.059963,-0.494786,0.171677,0.094913,1.066119,,,,,,,,,
15490,129.083333,0.116526,0.060026,-0.494791,0.161773,0.092198,1.072108,,,,,,,,,
15491,129.091667,0.116503,0.060123,-0.494838,0.150434,0.092221,1.071505,,,,,,,,,
15492,129.100000,0.116507,0.060071,-0.494842,0.139167,0.091799,1.071355,,,,,,,,,
15493,129.108333,0.116490,0.059933,-0.494750,0.128189,0.091955,1.070992,,,,,,,,,
15494,129.116667,0.116524,0.059956,-0.494814,0.116913,0.091817,1.070705,,,,,,,,,
15495,129.125000,0.116517,0.060012,-0.494848,0.105452,0.091619,1.070437,,,,,,,,,
15496,129.133333,0.116487,0.060074,-0.494854,0.093307,0.096014,1.060433,,,,,,,,,
15497,129.141667,0.116483,0.060090,-0.494752,0.081978,0.096081,1.060191,,,,,,,,,
15498,129.150000,0.116469,0.059998,-0.494795,0.071478,0.092265,1.069254,,,,,,,,,
15499,129.158333,0.116497,0.060001,-0.494906,0.059568,0.095666,1.060654,,,,,,,,,
15500,129.166667,0.116531,0.060039,-0.494973,0.048950,0.091931,1.068319,,,,,,,,,
15501,129.175000,0.116487,0.059968,-0.494831,0.036578,0.095107,1.059869,,,,,,,,,
15502,129.183333,0.116494,0.059892,-0.494745,0.024856,0.095145,1.059008,,,,,,,,,
15503,129.191667,0.116511,0.059996,-0.494802,0.013604,0.094698,1.060258,,,,,,,,,
15504,129.200000,0.116515,0.060142,-0.494866,0.002988,0.091939,1.066128,,,,,,,,,
15505,129.208333,0.116514,0.060087,-0.494732,-0.009362,0.094671,1.058376,,,,,,,,,
15506,129.216667,0.116506,0.059957,-0.494740,-0.021180,0.094813,1.056555,,,,,,,,,
15507,129.225000,0.116496,0.059994,-0.494857,-0.033044,0.094734,1.055742,,,,,,,,,
15508,129.233333,0.116490,0.060025,-0.494944,-0.044999,0.094944,1.054611,,,,,,,,,
15509,129.241667,0.116495,0.060001,-0.494855,-0.056544,0.094295,1.055788,,,,,,,,,
15510,129.250000,0.116498,0.060042,-0.494805,-0.068050,0.093976,1.055971,,,,,,,,,
15511,129.258333,0.116480,0.060079,-0.494808,-0.079589,0.093804,1.055315,,,,,,,,,
15512,129.266667,0.116484,0.060031,-0.494846,-0.090363,0.090601,1.061975,,,,,,,,,
15513,129.275000,0.116511,0.060082,-0.494918,-0.102237,0.094561,1.051402,,,,,,,,,
15514,129.283333,0.116509,0.059935,-0.494723,-0.113311,0.093880,1.051868,,,,,,,,,
15515,129.291667,0.116498,0.059928,-0.494832,-0.124447,0.093239,1.051244,,,,,,,,,
15516,129.300000,0.116504,0.060032,-0.494898,-0.135547,0.093708,1.047538,,,,,,,,,
15517,129.308333,0.116524,0.060100,-0.494788,-0.146452,0.089838,1.053761,,,,,,,,,
15518,129.316667,0.116496,0.059989,-0.494732,-0.157861,0.093609,1.041110,,,,,,,,,
15519,129.325000,0.116497,0.060069,-0.494931,-0.167900,0.093150,1.038249,,,,,,,,,
15520,129.333333,0.116504,0.060080,-0.494836,-0.177766,0.089163,1.042445,,,,,,,,,
15521,129.341667,0.116520,0.059979,-0.494759,-0.187626,0.088552,1.037607,,,,,,,,,
15522,129.350000,0.116501,0.059921,-0.494878,-0.197671,0.087465,1.032620,,,,,,,,,
15523,129.358333,0.116503,0.059978,-0.494875,-0.207408,0.086443,1.026979,,,,,,,,,
15524,129.366667,0.116503,0.060090,-0.494778,,,,,,,,,,,,
15525,129.375000,0.116511,0.060057,-0.494758,-0.225961,0.083743,1.014679,,,,,,,,,
15526,129.383333,0.116492,0.060022,-0.494859,,,,,,,,,,,,
15527,129.391667,0.116488,0.060013,-0.494798,-0.240750,0.081156,1.000627,,,,,,,,,
15528,129.400000,0.116496,0.060024,-0.494927,,,,,,,,,,,,
15529,129.408333,0.116478,0.060008,-0.494865,-0.254334,0.077711,0.986365,,,,,,,,,
15530,129.416667,0.116492,0.060013,-0.494842,-0.260661,0.075716,0.978691,,,,,,,,,
15531,129.425000,0.116497,0.060073,-0.494814,,,,,,,,,,,,
15532,129.433333,0.116508,0.060055,-0.494861,-0.271272,0.073248,0.961389,,,,,,,,,
15533,129.441667,0.116520,0.060011,-0.494775,,,,,,,,,,,,
15534,129.450000,0.116520,0.059954,-0.494768,,,,,,,,,,,,
15535,129.458333,0.116548,0.059964,-0.494794,,,,,,,,,,,,
15536,129.466667,0.116479,0.059925,-0.494808,-0.285239,0.070459,0.925881,,,,,,,,,
15537,129.475000,0.116517,0.060024,-0.494765,-0.287845,0.069728,0.916737,,,,,,,,,
15538,129.483333,0.116508,0.060064,-0.494759,-0.289154,0.069260,0.907407,,,,,,,,,
15539,129.491667,0.116482,0.060147,-0.494913,-0.290376,0.068850,0.898157,,,,,,,,,
15540,129.500000,0.116477,0.060098,-0.494887,-0.291300,0.068630,0.888261,,,,,,,,,
15541,129.508333,0.116483,0.059975,-0.494864,-0.292140,0.068081,0.878293,,,,,,,,,
15542,129.516667,0.116496,0.059967,-0.494880,-0.292631,0.068082,0.867883,,,,,,,,,
15543,129.525000,0.116508,0.060015,-0.494895,-0.293236,0.068299,0.857635,,,,,,,,,
15544,129.533333,0.116522,0.060042,-0.494735,-0.293160,0.068767,0.846994,,,,,,,,,
15545,129.541667,0.116507,0.060009,-0.494768,-0.293899,0.073359,0.826251,,,,,,,,,
15546,129.550000,0.116474,0.060004,-0.494873,-0.293553,0.068593,0.826523,,,,,,,,,
15547,129.558333,0.116507,0.060009,-0.494772,-0.294448,0.073824,0.803648,,,,,,,,,
15548,129.566667,0.116529,0.060038,-0.494823,-0.294854,0.072670,0.795659,,,,,,,,,
15549,129.575000,0.116497,0.059984,-0.494910,-0.295086,0.072560,0.786324,,,,,,,,,
15550,129.583333,0.116495,0.059922,-0.494814,-0.295076,0.072978,0.773116,,,,,,,,,
15551,129.591667,0.116517,0.060080,-0.494720,-0.295100,0.072120,0.764700,,,,,,,,,
15552,129.600000,0.116515,0.060144,-0.494830,-0.295010,0.071862,0.754803,,,,,,,,,
15553,129.608333,0.116505,0.060053,-0.494787,-0.295272,0.072535,0.740988,,,,,,,,,
15554,129.616667,0.116476,0.059969,-0.494793,-0.295531,0.072346,0.731441,,,,,,,,,
15555,129.625000,0.116503,0.060012,-0.494808,-0.295540,0.071784,0.721101,,,,,,,,,
15556,129.633333,0.116510,0.060018,-0.494836,-0.295714,0.071555,0.710223,,,,,,,,,
15557,129.641667,0.116504,0.059988,-0.494874,-0.295353,0.072458,0.696412,,,,,,,,,
15558,129.650000,0.116490,0.060067,-0.494884,-0.295267,0.071484,0.686464,,,,,,,,,
15559,129.658333,0.116484,0.060116,-0.494765,-0.295535,0.070863,0.676651,,,,,,,,,
15560,129.666667,0.116491,0.060093,-0.494835,-0.295196,0.072505,0.660962,,,,,,,,,
15561,129.675000,0.116501,0.060006,-0.494923,-0.294989,0.071305,0.650966,,,,,,,,,
15562,129.683333,0.116529,0.059960,-0.494845,-0.295054,0.070078,0.642022,,,,,,,,,
15563,129.691667,0.116498,0.059936,-0.494725,-0.294656,0.070004,0.630476,,,,,,,,,
15564,129.700000,0.116526,0.059968,-0.494736,-0.294417,0.070843,0.615420,,,,,,,,,
15565,129.708333,0.116528,0.060033,-0.494780,-0.294595,0.069028,0.607750,,,,,,,,,
15566,129.716667,0.116498,0.060030,-0.494822,-0.294316,0.068393,0.596161,,,,,,,,,
15567,129.725000,0.116499,0.060039,-0.494742,-0.293972,0.069216,0.581681,,,,,,,,,
15568,129.733333,0.116514,0.060038,-0.494813,-0.294089,0.067942,0.572169,,,,,,,,,
15569,129.741667,0.116476,0.059970,-0.494945,-0.294406,0.067046,0.561491,,,,,,,,,
15570,129.750000,0.116491,0.059945,-0.494934,-0.294100,0.063289,0.556888,,,,,,,,,
15571,129.758333,0.116496,0.060050,-0.494840,-0.294360,0.067281,0.535638,,,,,,,,,
15572,129.766667,0.116502,0.060107,-0.494678,-0.294317,0.066531,0.524753,,,,,,,,,
15573,129.775000,0.116514,0.060123,-0.494827,-0.294298,0.067614,0.508421,,,,,,,,,
15574,129.783333,0.116472,0.059976,-0.494902,-0.294548,0.067579,0.496551,,,,,,,,,
15575,129.791667,0.116472,0.059987,-0.494750,-0.294418,0.062163,0.495845,,,,,,,,,
15576,129.800000,0.116538,0.060042,-0.494747,-0.294538,0.068049,0.469723,,,,,,,,,
15577,129.808333,0.116517,0.060001,-0.494924,-0.293797,0.062295,0.470984,,,,,,,,,
15578,129.816667,0.116498,0.059951,-0.494862,-0.293894,0.062417,0.458379,,,,,,,,,
15579,129.825000,0.116518,0.060051,-0.494808,-0.294086,0.068133,0.433263,,,,,,,,,
15580,129.833333,0.116512,0.060053,-0.494801,-0.293483,0.067746,0.421631,,,,,,,,,
15581,129.841667,0.116483,0.060018,-0.494852,-0.293034,0.067466,0.409300,,,,,,,,,
15582,129.850000,0.116500,0.060004,-0.494835,-0.292755,0.067694,0.395756,,,,,,,,,
15583,129.858333,0.116518,0.059973,-0.494786,-0.292654,0.067707,0.383738,,,,,,,,,
15584,129.866667,0.116507,0.059944,-0.494822,-0.292519,0.067331,0.371496,,,,,,,,,
15585,129.875000,0.116494,0.060041,-0.494824,-0.292344,0.067743,0.357127,,,,,,,,,
15586,129.883333,0.116517,0.060112,-0.494782,-0.292059,0.066435,0.346806,,,,,,,,,
15587,129.891667,0.116492,0.060072,-0.494762,-0.291831,0.066291,0.333675,,,,,,,,,
15588,129.900000,0.116474,0.060053,-0.494857,-0.291599,0.066870,0.318785,,,,,,,,,
15589,129.908333,0.116498,0.060030,-0.494915,-0.291457,0.066453,0.306046,,,,,,,,,
15590,129.916667,0.116509,0.059986,-0.494844,-0.290844,0.061465,0.302928,,,,,,,,,
15591,129.925000,0.116512,0.059918,-0.494774,-0.290943,0.066554,0.276853,,,,,,,,,
15592,129.933333,0.116516,0.060014,-0.494907,-0.290697,0.065260,0.265815,,,,,,,,,
15593,129.941667,0.116515,0.060093,-0.494728,-0.290162,0.060340,0.262625,,,,,,,,,
15594,129.950000,0.116517,0.060014,-0.494725,-0.290404,0.064688,0.237931,,,,,,,,,
15595,129.958333,0.116505,0.059978,-0.494800,-0.290224,0.063934,0.224966,,,,,,,,,
15596,129.966667,0.116523,0.060007,-0.494793,-0.290065,0.064029,0.210552,,,,,,,,,
15597,129.975000,0.116516,0.059992,-0.494828,-0.289334,0.058749,0.208502,,,,,,,,,
15598,129.983333,0.116494,0.060006,-0.494926,-0.289585,0.062933,0.184879,,,,,,,,,
15599,129.991667,0.116495,0.060009,-0.494721,-0.289292,0.062948,0.170592,,,,,,,,,
15600,130.000000,0.116515,0.060123,-0.494731,-0.288859,0.062660,0.157497,,,,,,,,,
15601,130.008333,0.116488,0.060157,-0.494889,-0.288554,0.062164,0.144135,,,,,,,,,
15602,130.016667,0.116480,0.060006,-0.494839,-0.288157,0.062975,0.128140,,,,,,,,,
15603,130.025000,0.116493,0.059913,-0.494793,-0.287559,0.063077,0.114375,,,,,,,,,
15604,130.033333,0.116495,0.059960,-0.494933,-0.287081,0.062029,0.102607,,,,,,,,,
15605,130.041667,0.116523,0.060026,-0.494845,-0.286731,0.062610,0.087351,,,,,,,,,
15606,130.050000,0.116533,0.060048,-0.494794,-0.286503,0.062479,0.074384,,,,,,,,,
15607,130.058333,0.116489,0.060026,-0.494774,-0.286029,0.062662,0.060207,,,,,,,,,
15608,130.066667,0.116493,0.060024,-0.494763,-0.285690,0.062788,0.046504,,,,,,,,,
15609,130.075000,0.116515,0.060080,-0.494887,-0.285100,0.063542,0.031551,,,,,,,,,
15610,130.083333,0.116512,0.060059,-0.494923,-0.285471,0.061844,0.023142,,,,,,,,,
15611,130.091667,0.116496,0.059917,-0.494776,-0.284615,0.062065,0.009170,,,,,,,,,
15612,130.100000,0.116496,0.059880,-0.494712,-0.283786,0.062200,-0.004835,,,,,,,,,
15613,130.108333,0.116499,0.060066,-0.494842,-0.283263,0.062662,-0.019382,,,,,,,,,
15614,130.116667,0.116533,0.060148,-0.494859,-0.282607,0.063137,-0.033744,,,,,,,,,
15615,130.125000,0.116513,0.060057,-0.494763,-0.282059,0.063426,-0.047942,,,,,,,,,
15616,130.133333,0.116478,0.059938,-0.494784,-0.281416,0.063554,-0.062299,,,,,,,,,
15617,130.141667,0.116516,0.060004,-0.494825,-0.280649,0.063942,-0.076567,,,,,,,,,
15618,130.150000,0.116518,0.060012,-0.494898,-0.280018,0.064400,-0.091038,,,,,,,,,
15619,130.158333,0.116503,0.060042,-0.494855,-0.279212,0.064647,-0.105590,,,,,,,,,
15620,130.166667,0.116500,0.059991,-0.494716,-0.278422,0.064804,-0.119926,,,,,,,,,
15621,130.175000,0.116514,0.060066,-0.494751,-0.277578,0.065072,-0.134436,,,,,,,,,
15622,130.183333,0.116490,0.060165,-0.494996,-0.276774,0.065506,-0.149361,,,,,,,,,
15623,130.191667,0.116505,0.060034,-0.494846,-0.276067,0.065696,-0.164003,,,,,,,,,
15624,130.200000,0.116502,0.059918,-0.494753,-0.275282,0.065519,-0.178526,,,,,,,,,
15625,130.208333,0.116511,0.059981,-0.494794,-0.274523,0.065513,-0.193186,,,,,,,,,
15626,130.216667,0.116513,0.060026,-0.494819,-0.273734,0.065719,-0.208023,,,,,,,,,
15627,130.225000,0.116525,0.060045,-0.494773,-0.272955,0.065835,-0.222784,,,,,,,,,
15628,130.233333,0.116494,0.060008,-0.494763,-0.272191,0.065659,-0.237416,,,,,,,,,
15629,130.241667,0.116496,0.060016,-0.494719,-0.271553,0.065772,-0.251912,,,,,,,,,
